1	Q0	35098930966437888	333	0.401666641235	run1
1	Q0	35095567348666368	736	0.325476169586	run1
1	Q0	35088586579640320	300	0.409166693687	run1
1	Q0	35084615215484929	499	0.372738063335	run1
1	Q0	35064658540888064	821	0.30202382803	run1
1	Q0	35061576067194880	914	0.266309559345	run1
1	Q0	35060806190243840	456	0.376666665077	run1
1	Q0	35059383121481728	777	0.313928604126	run1
1	Q0	35056821022490624	728	0.325476169586	run1
1	Q0	35053925472141313	740	0.325119018555	run1
1	Q0	35053539969474561	636	0.341785728931	run1
1	Q0	35053299627458560	584	0.352857112885	run1
1	Q0	35053088742047745	733	0.325476169586	run1
1	Q0	35051098687406080	722	0.328690469265	run1
1	Q0	35050366810718208	544	0.361190438271	run1
1	Q0	35049686653992960	570	0.356547653675	run1
1	Q0	35048853094801408	435	0.384642899036	run1
1	Q0	35047869257875459	287	0.413928568363	run1
1	Q0	35045326830305280	819	0.304880976677	run1
1	Q0	35045310455611392	308	0.408809542656	run1
1	Q0	35044738360942592	881	0.284999966621	run1
1	Q0	35044364539404288	812	0.305238127708	run1
1	Q0	35040270294712320	808	0.305238127708	run1
1	Q0	35040268486971393	809	0.305238127708	run1
1	Q0	35040000856817664	873	0.285833358765	run1
1	Q0	35039861819834368	768	0.3171428442	run1
1	Q0	35039440686546944	807	0.305238127708	run1
1	Q0	35039140093370368	750	0.32071429491	run1
1	Q0	35038923935719424	911	0.269523799419	run1
1	Q0	35038858164838400	432	0.385000050068	run1
1	Q0	35036448725934080	436	0.384642899036	run1
1	Q0	35035551048404992	250	0.423928618431	run1
1	Q0	35035156100157441	811	0.305238127708	run1
1	Q0	35033572473577472	195	0.44452381134	run1
1	Q0	35028457607929856	780	0.313571453094	run1
1	Q0	35028443737362432	699	0.330238044262	run1
1	Q0	35024122119593984	380	0.392976224422	run1
1	Q0	35023554286198785	475	0.376666665077	run1
1	Q0	35023453421572096	856	0.293333351612	run1
1	Q0	35021442819031040	291	0.412738144398	run1
1	Q0	35018525605244928	858	0.292976200581	run1
1	Q0	35018364854214656	623	0.348928570747	run1
1	Q0	35017591793651713	577	0.353214263916	run1
1	Q0	35016998492577792	559	0.360833287239	run1
1	Q0	35014922282860544	202	0.44452381134	run1
1	Q0	35012821108400128	514	0.365476191044	run1
1	Q0	35012329716318208	786	0.313214302063	run1
1	Q0	35011245585211393	270	0.420357167721	run1
1	Q0	35008726540754944	949	0.249285697937	run1
1	Q0	35008070711128064	447	0.380238115788	run1
1	Q0	35008052490936320	771	0.316785752773	run1
1	Q0	35007713494695937	293	0.412380993366	run1
1	Q0	35007653734260736	325	0.405238091946	run1
1	Q0	35007621949956096	194	0.444880962372	run1
1	Q0	35007399735599104	398	0.388214290142	run1
1	Q0	35007286233538561	296	0.412023842335	run1
1	Q0	35007285306597376	247	0.424285709858	run1
1	Q0	35007018251059201	423	0.385000050068	run1
1	Q0	35006651593396224	397	0.388571381569	run1
1	Q0	35006252341792768	112	0.515952348709	run1
1	Q0	35006018152824832	947	0.249285697937	run1
1	Q0	35004762738921472	360	0.39690476656	run1
1	Q0	35003484894011392	248	0.424285709858	run1
1	Q0	34999871354179584	906	0.269523799419	run1
1	Q0	34999755813822464	573	0.353214263916	run1
1	Q0	34997367103176704	815	0.305238127708	run1
1	Q0	34995232026132480	668	0.337738096714	run1
1	Q0	34994713400451073	961	0.237380981445	run1
1	Q0	34992493317586944	900	0.27309525013	run1
1	Q0	34990147359477761	519	0.365119040012	run1
1	Q0	34989359270727682	280	0.417142868042	run1
1	Q0	34986406891892736	496	0.373095214367	run1
1	Q0	34984498244354048	386	0.391785681248	run1
1	Q0	34979628837773312	644	0.340952396393	run1
1	Q0	34978142569365504	340	0.400476157665	run1
1	Q0	34972419730972672	294	0.412380993366	run1
1	Q0	34969855463530496	650	0.340952396393	run1
1	Q0	34968705469390848	708	0.329047620296	run1
1	Q0	34966667666653185	482	0.373452365398	run1
1	Q0	34965828520644608	882	0.28464281559	run1
1	Q0	34964786022191105	237	0.429047644138	run1
1	Q0	34964538449334272	419	0.385000050068	run1
1	Q0	34961741582442497	285	0.41678571701	run1
1	Q0	34960189660602368	664	0.337738096714	run1
1	Q0	34954099652825088	288	0.413571417332	run1
1	Q0	34952194402811904	19	0.793333292007	run1
1	Q0	34951546160553984	557	0.361190438271	run1
1	Q0	34950617440985088	706	0.329047620296	run1
1	Q0	34949851661729792	638	0.341309547424	run1
1	Q0	34947567426994176	312	0.408809542656	run1
1	Q0	34946671993430016	122	0.507619023323	run1
1	Q0	34946379373608960	863	0.290119051933	run1
1	Q0	34945796252114944	794	0.310000002384	run1
1	Q0	34943900133101568	405	0.385357201099	run1
1	Q0	34942612913786880	162	0.464761912823	run1
1	Q0	34941439347527680	839	0.294047653675	run1
1	Q0	34939203464871936	689	0.334166646004	run1
1	Q0	34938001121349632	461	0.376666665077	run1
1	Q0	34937780991688704	451	0.377023816109	run1
1	Q0	34926201403490304	422	0.385000050068	run1
1	Q0	34924859251228672	798	0.308809578419	run1
1	Q0	34924627113410560	346	0.400476157665	run1
1	Q0	34923061358624768	268	0.420357167721	run1
1	Q0	34922777454579712	493	0.373095214367	run1
1	Q0	34921541489664000	135	0.480238080025	run1
1	Q0	34917177765142528	665	0.337738096714	run1
1	Q0	34916404725555200	486	0.373452365398	run1
1	Q0	34912073804681216	931	0.257976174355	run1
1	Q0	34910242567364608	944	0.249642848969	run1
1	Q0	34907403195523073	941	0.253690421581	run1
1	Q0	34901366023393281	383	0.392499983311	run1
1	Q0	34892953281363968	562	0.357976138592	run1
1	Q0	34890434388049920	937	0.257619023323	run1
1	Q0	34889484864585728	273	0.417500019073	run1
1	Q0	34889246292582400	395	0.388571381569	run1
1	Q0	34888243669368832	211	0.44095236063	run1
1	Q0	34887382587154432	878	0.284999966621	run1
1	Q0	34887281231794176	345	0.400476157665	run1
1	Q0	34885364355178496	841	0.293690502644	run1
1	Q0	34882935404367872	912	0.269523799419	run1
1	Q0	34879263006007296	648	0.340952396393	run1
1	Q0	34876870512087040	988	0.154047608376	run1
1	Q0	34875144895873024	754	0.317499995232	run1
1	Q0	34867530111651840	951	0.245714247227	run1
1	Q0	34864510900764672	469	0.376666665077	run1
1	Q0	34863742973911040	152	0.468333363533	run1
1	Q0	34858775479320576	663	0.337738096714	run1
1	Q0	34857904561463296	443	0.381428599358	run1
1	Q0	34856961627389952	936	0.257619023323	run1
1	Q0	34853731455467521	326	0.404047608376	run1
1	Q0	34852790169772032	676	0.337380945683	run1
1	Q0	34852269115580416	801	0.30559527874	run1
1	Q0	34851085113888768	370	0.39690476656	run1
1	Q0	34850821568987136	625	0.348571419716	run1
1	Q0	34849753225232384	730	0.325476169586	run1
1	Q0	34847258499354625	521	0.365119040012	run1
1	Q0	34846965426556928	350	0.397261917591	run1
1	Q0	34843030611558400	692	0.333809494972	run1
1	Q0	34842066332680192	634	0.344523847103	run1
1	Q0	34839892563333120	703	0.329404771328	run1
1	Q0	34835677711433728	547	0.361190438271	run1
1	Q0	34834670793396224	831	0.301309525967	run1
1	Q0	34833283774676992	943	0.250476241112	run1
1	Q0	34828850139496448	279	0.417142868042	run1
1	Q0	34823468210077696	404	0.385357201099	run1
1	Q0	34819526042320896	207	0.44345241785	run1
1	Q0	34809237582389248	501	0.370238125324	run1
1	Q0	34809213972787200	995	0.118333339691	run1
1	Q0	34808895813713920	257	0.420714318752	run1
1	Q0	34807887138131968	483	0.373452365398	run1
1	Q0	34806909412319232	837	0.296904742718	run1
1	Q0	34803043190968320	354	0.397261917591	run1
1	Q0	34801615542161408	183	0.448928534985	run1
1	Q0	34801444846571520	517	0.365119040012	run1
1	Q0	34801093854773248	459	0.376666665077	run1
1	Q0	34792710141378560	317	0.408452391624	run1
1	Q0	34788212291407872	205	0.44452381134	run1
1	Q0	34787830693629952	647	0.340952396393	run1
1	Q0	34787633347428352	916	0.265952408314	run1
1	Q0	34779952851333120	968	0.225476205349	run1
1	Q0	34778255236005888	143	0.476309537888	run1
1	Q0	34777423543279616	875	0.285357117653	run1
1	Q0	34775042264928256	531	0.361547589302	run1
1	Q0	34773561562370048	284	0.41678571701	run1
1	Q0	34771547054940160	526	0.364761888981	run1
1	Q0	34770043778637825	756	0.3171428442	run1
1	Q0	34768755347169280	489	0.373452365398	run1
1	Q0	34768564770570240	669	0.337738096714	run1
1	Q0	34764342079524864	683	0.337380945683	run1
1	Q0	34762556610449408	549	0.361190438271	run1
1	Q0	34762158289977344	381	0.392976224422	run1
1	Q0	34762139436724224	119	0.508809566498	run1
1	Q0	34760827504427008	835	0.297380924225	run1
